Date,Average Retail Price: Rice: Traditional Market,Average Retail Price: Rice: Low Quality I: Traditional Market,Average Retail Price: Rice: Low Quality II: Traditional Market,Average Retail Price: Rice: Medium Quality I: Traditional Market,Average Retail Price: Rice: Medium Quality II: Traditional Market,Average Retail Price: Rice: Super Quality I: Traditional Market,Average Retail Price: Rice: Super Quality II: Traditional Market,Average Retail Price: Chicken Meat: Traditional Market,Average Retail Price: Chicken Meat: Purebred Chicken: Traditional Market,Average Retail Price: Beef: Traditional Market,Average Retail Price: Beef: Quality 1: Traditional Market,Average Retail Price: Beef: Quality 2: Traditional Market,Average Retail Price: Egg: Traditional Market,Average Retail Price: Egg: Purebred Chicken Egg: Traditional Market,Average Retail Price: Onion: Traditional Market,Average Retail Price: Onion: Medium Size: Traditional Market,Average Retail Price: Garlic: Traditional Market,Average Retail Price: Garlic: Medium Size: Traditional Market,Average Retail Price: Red Chili Pepper: Traditional Market,Average Retail Price: Red Chili Pepper: Big: Traditional Market,Average Retail Price: Red Chili Pepper: Curly: Traditional Market,Average Retail Price: Cayenne Pepper: Traditional Market,Average Retail Price: Cayenne Pepper: Green: Traditional Market,Average Retail Price: Cayenne Pepper: Red: Traditional Market,Average Retail Price: Cooking Oil: Traditional Market,Average Retail Price: Cooking Oil: Bulky: Traditional Market,Average Retail Price: Cooking Oil: Brand I: Traditional Market,Average Retail Price: Cooking Oil: Brand II: Traditional Market,Average Retail Price: Sugar: Traditional Market,Average Retail Price: Sugar: Premium Quality: Traditional Market,Average Retail Price: Sugar: Local: Traditional Market,Average Retail Price: Rice: Modern Market,Average Retail Price: Rice: Low Quality I: Modern Market,Average Retail Price: Rice: Low Quality II: Modern Market,Average Retail Price: Rice: Medium Quality I: Modern Market,Average Retail Price: Rice: Medium Quality II: Modern Market,Average Retail Price: Rice: Super Quality I: Modern Market,Average Retail Price: Rice: Super Quality II: Modern Market,Average Retail Price: Chicken Meat: Modern Market,Average Retail Price: Chicken Meat: Purebred Chicken: Modern Market,Average Retail Price: Beef: Modern Market,Average Retail Price: Beef: Quality 1: Modern Market,Average Retail Price: Beef: Quality 2: Modern Market,Average Retail Price: Egg: Modern Market,Retail Price: Egg: Purebred Chicken Egg: Modern Market,Retail Price: Onion: Modern Market,Average Retail Price: Onion: Medium Size: Modern Market,Average Retail Price: Garlic: Modern Market,Average Retail Price: Garlic: Medium Size: Modern Market,Average Retail Price: Red Chili Pepper: Modern Market,Average Retail Price: Red Chili Pepper: Big: Modern Market,Average Retail Price: Red Chili Pepper: Curly: Modern Market,Average Retail Price: Cayenne Pepper: Modern Market,Average Retail Price: Cayenne Pepper: Green: Modern Market,Average Retail Price: Cayenne Pepper: Red: Modern Market,Average Retail Price: Cooking Oil: Modern Market,Average Retail Price: Cooking Oil: Brand I: Modern Market,Average Retail Price: Cooking Oil: Brand II: Modern Market,Average Retail Price: Sugar: Modern Market,Average Retail Price: Sugar: Premium Quality: Modern Market,Average Retail Price: Sugar: Local: Modern Market
6/23/2022,11750,10700,10400,11750,11550,13050,12650,37050,37050,134050,137650,128300,29300,29300,56900,56900,29550,29550,73850,69800,75800,80550,66500,93250,23300,17850,26150,24950,15300,16050,14650,13750,12100,12000,13450,13000,15250,14350,43450,43450,169250,177700,162900,30750,30750,59050,59050,39200,39200,89250,90050,88950,100350,87400,114300,25850,26250,25550,14350,14750,13950
6/24/2022,11750,10700,10400,11750,11550,13050,12650,37000,37000,133950,137600,128200,29250,29250,58150,58150,29450,29450,73750,69700,75700,80850,66800,93550,23300,17850,26150,24950,15300,16050,14650,13750,12100,12000,13450,13000,15250,14350,43450,43450,169250,177700,162900,30750,30750,59050,59050,39200,39200,89250,90050,88950,100350,87400,114300,25850,26250,25550,14350,14750,13950
6/27/2022,11750,10700,10400,11750,11550,13050,12650,36900,36900,133950,137550,128150,29150,29150,58700,58700,29250,29250,76150,70750,78150,82350,68250,94750,23300,17700,26100,24900,15250,16050,14650,13750,12100,12000,13450,13000,15250,14350,43450,43450,169250,177700,162900,30750,30750,59150,59150,39200,39200,89150,90000,88700,100350,87400,114300,25850,26250,25550,14350,14750,13950
6/28/2022,11800,11050,10400,11800,11550,13050,12650,36850,36850,134000,137600,128200,29150,29150,59650,59650,29300,29300,75600,70550,77550,82850,68350,95400,23200,17500,26050,24850,15300,16050,14650,13750,12100,12000,13400,13000,15250,14350,43450,43450,169250,177700,162850,30700,30700,59200,59200,39200,39200,89050,90000,88550,100550,87350,114800,25850,26250,25550,14350,14750,13950
6/29/2022,11750,10700,10400,11800,11550,13050,12650,36800,36800,133950,137600,128150,29150,29150,59850,59850,29200,29200,74800,70100,76850,82950,68600,95400,23150,17450,26050,24850,15300,16050,14650,13750,12100,12000,13400,13000,15250,14350,43300,43300,169400,176950,164000,30750,30750,62150,62150,38700,38700,88650,90150,88300,101050,88350,114750,25800,26250,25550,14300,14750,13950
6/30/2022,11750,10700,10400,11750,11550,13050,12650,36750,36750,134100,137700,128200,29100,29100,60250,60250,29150,29150,74650,70100,76700,83250,69250,95300,23150,17400,26050,24800,15250,16000,14650,13750,12100,12000,13400,13000,15250,14350,43300,43300,169500,177150,163950,30750,30750,62200,62200,38700,38700,88700,90150,88400,101250,88600,114950,25800,26250,25550,14300,14750,13950
7/1/2022,11750,10700,10400,11750,11550,13050,12650,36900,36900,134100,137750,128250,29050,29050,60800,60800,29250,29250,75050,70850,77300,83450,70150,94800,23100,17350,26000,24750,15250,16000,14650,13750,12100,12000,13400,13000,15250,14350,43300,43300,169500,177150,164000,30750,30750,62200,62200,38700,38700,88700,90150,88400,101250,88600,114950,25800,26250,25550,14300,14750,13950
7/4/2022,11750,10700,10400,11750,11550,13050,12650,36750,36750,134100,137650,128250,29100,29100,61850,61850,29300,29300,78900,75400,81100,86550,73450,96400,22900,17100,25900,24650,15250,16000,14600,13750,12100,12000,13400,13000,15250,14350,43300,43300,169500,177150,164000,30750,30750,62200,62200,38700,38700,88900,90550,88400,101250,88600,114950,25800,26250,25550,14300,14750,13950
7/5/2022,11750,10700,10400,11750,11550,13050,12650,36750,36750,134100,137650,128300,29150,29150,62250,62250,29250,29250,80150,76400,82450,87400,74200,97100,22850,16950,25900,24500,15250,16000,14600,13750,12100,12000,13400,13000,15250,14350,43300,43300,169500,177150,164000,30750,30750,62200,62200,38700,38700,89450,90700,89550,101200,88750,114600,25800,26250,25550,14300,14750,13950
7/6/2022,11750,10700,10400,11750,11550,13050,12650,36850,36850,134400,138000,128650,29100,29100,62750,62750,29250,29250,80450,76600,82700,87500,74600,97250,22750,16900,25750,24400,15250,16000,14600,13750,12100,12000,13400,13000,15250,14350,42700,42700,169050,176250,164250,30750,30750,69100,69100,38800,38800,94550,93450,97300,106150,94050,121050,25750,26250,25400,14350,14750,14000
7/7/2022,11750,10700,10400,11750,11550,13000,12650,37150,37150,134500,138100,128550,29100,29100,63100,63100,29250,29250,80900,77600,83050,86150,74700,95950,22750,16950,25750,24400,15250,16000,14600,13750,12100,12000,13400,13000,15250,14350,42700,42700,169150,176450,164250,30750,30750,69150,69150,38800,38800,94500,93400,97300,106200,94050,121100,25750,26250,25400,14350,14750,14000
7/8/2022,11750,10700,10400,11750,11550,13050,12650,37550,37550,135950,139650,129700,29250,29250,64450,64450,29400,29400,82600,79900,84050,87050,75200,95800,22650,16950,25700,24300,15250,16000,14600,13750,12100,12000,13400,13000,15250,14350,42700,42700,169150,176450,164250,30750,30750,69150,69150,38800,38800,94550,93500,97300,106200,94050,121100,25750,26250,25400,14350,14750,14000
7/11/2022,11750,10700,10400,11750,11550,13050,12650,38050,38050,135100,138750,129300,29300,29300,64750,64750,29550,29550,87650,84850,89450,91200,77400,102000,22550,16750,25550,24200,15250,16000,14600,13750,12100,12000,13400,13000,15250,14350,42650,42650,169200,176550,164350,30700,30700,69200,69200,38800,38800,94600,93600,97300,106350,94300,121150,25750,26250,25400,14350,14750,14000
7/12/2022,11750,10750,10400,11800,11550,13050,12650,38050,38050,135150,138900,129300,29350,29350,64750,64750,29450,29450,89050,87500,90350,91750,78200,101450,22450,16550,25500,24200,15250,16000,14600,13750,12100,12000,13400,13000,15250,14350,42650,42650,169200,176550,164350,30700,30700,69450,69450,38750,38750,94850,94000,97500,106350,94300,121200,25750,26250,25400,14350,14750,14000
7/13/2022,11750,10700,10400,11750,11550,13050,12650,37850,37850,134950,138650,129200,29400,29400,64800,64800,29450,29450,87400,86300,88400,91750,78700,100550,22400,16500,25400,24100,15200,16000,14600,13750,12100,12000,13400,13000,15250,14350,42650,42650,169050,176450,162900,30900,30900,72450,72450,38500,38500,99200,97850,102850,110550,99400,125150,25550,26050,25150,14350,14750,14000
7/14/2022,11750,10700,10400,11750,11550,13050,12650,37500,37500,134800,138450,129050,29350,29350,64400,64400,29300,29300,84800,84350,85500,90050,77900,98700,22300,16500,25300,23950,15200,16000,14600,13750,12100,12000,13400,13000,15250,14350,42650,42650,169150,176650,162900,30950,30950,72600,72600,38500,38500,99200,97850,102850,110550,99400,125150,25550,26050,25150,14350,14750,14000
7/15/2022,11750,10700,10400,11800,11550,13050,12650,37150,37150,134850,138400,129250,29400,29400,64500,64500,29250,29250,83150,83300,83250,87300,75700,94600,22250,16400,25250,23750,15200,16000,14600,13750,12100,12000,13400,13000,15250,14350,42650,42650,169150,176650,162900,30950,30950,72600,72600,38500,38500,99200,97850,102850,110550,99400,125150,25550,26050,25150,14350,14750,14000
7/18/2022,11750,10700,10400,11750,11550,13050,12650,36750,36750,136800,138150,133350,29300,29300,64150,64150,29350,29350,81450,81500,81300,79700,67900,87100,22000,16150,25000,23600,15200,16000,14550,13750,12100,12000,13400,13000,15250,14350,42650,42650,169150,176650,162900,30950,30950,72600,72600,38500,38500,99550,97850,103600,110550,99400,125150,25500,26050,25150,14350,14750,14000
7/19/2022,11750,10700,10400,11750,11550,13050,12650,36700,36700,134050,137800,128400,29300,29300,64000,64000,29350,29350,80750,81450,80500,78100,66850,85000,21800,15950,24900,23450,15200,15950,14550,13750,12100,12000,13400,13000,15250,14350,42650,42650,169150,176650,162900,30950,30950,72600,72600,38500,38500,99600,97850,103650,110450,99400,124900,25500,26050,25150,14350,14750,14000
7/20/2022,11750,10700,10400,11750,11550,13000,12650,36600,36600,134600,138250,128550,29300,29300,63800,63800,29400,29400,80050,80850,79600,75850,65050,82700,21700,15850,24800,23300,15200,15950,14550,13800,12100,12000,13400,13000,15350,14350,43100,43100,168050,175050,162050,31050,31050,74550,74550,38050,38050,102100,102800,105100,111200,98550,128000,25400,25900,25050,14350,14750,14000
7/21/2022,11750,10700,10400,11800,11550,13050,12650,36550,36550,134300,138000,128250,29300,29300,63100,63100,29400,29400,78650,79150,78500,73200,62150,80550,21650,15850,24750,23200,15200,15950,14550,13800,12100,12000,13400,13000,15350,14350,43100,43100,168150,175250,162050,31050,31050,74550,74550,38050,38050,102100,102800,105100,111200,98550,128000,25400,25900,25050,14350,14750,14000
7/22/2022,11750,10700,10400,11800,11550,13050,12650,36400,36400,134300,138000,128200,29350,29350,62600,62600,29400,29400,77950,78400,77750,72700,61600,79900,21550,15800,24650,23100,15200,15950,14550,13800,12100,12000,13400,13000,15350,14350,43100,43100,168150,175250,162050,31050,31050,74550,74550,38050,38050,102100,102800,105100,111200,98550,128000,25400,25900,25050,14350,14750,14000
7/25/2022,11750,10700,10400,11800,11550,13050,12650,36400,36400,134050,137700,128200,29450,29450,59100,59100,29450,29450,75550,76150,75050,69900,59900,76750,21350,15700,24450,22850,15200,15950,14550,13800,12100,12000,13400,13000,15350,14350,43200,43200,167950,175250,161650,31050,31050,74750,74750,38050,38050,101950,102600,105000,111200,98850,127650,25400,25900,25050,14350,14750,14000
7/26/2022,11800,10700,10400,11800,11550,13100,12700,36450,36450,134050,137700,128200,29450,29450,58100,58100,29500,29500,75050,75600,74500,68250,58800,75000,21300,15650,24350,22800,15200,15950,14550,13800,12100,12000,13350,13000,15350,14350,43200,43200,167950,175250,161650,31050,31050,74750,74750,38050,38050,101950,102600,104950,111150,98750,127600,25400,25900,25050,14350,14750,14000
7/27/2022,11750,10700,10400,11800,11550,13050,12650,36400,36400,134050,137650,128200,29400,29400,56950,56950,29400,29400,73950,74900,73200,67400,58150,74250,21250,15600,24350,22750,15200,15950,14550,13750,12100,11950,13400,13000,15350,14350,43500,43500,167150,174400,159850,31200,31200,76300,76300,38000,38000,102050,103800,104050,108800,97650,123350,25250,25650,25000,14350,14750,14000
7/28/2022,11750,10700,10400,11800,11550,13050,12650,36150,36150,134050,137650,128200,29450,29450,55950,55950,29400,29400,74200,74900,73200,66700,57400,73800,21200,15600,24250,22700,15200,15950,14550,13750,12100,11950,13400,13000,15350,14350,43500,43500,167250,174600,159850,31200,31200,76300,76300,38000,38000,102050,103800,104050,108800,97650,123350,25250,25650,25000,14350,14750,14000
7/29/2022,11800,10700,10450,11800,11600,13100,12650,35950,35950,134100,137750,128150,29400,29400,54800,54800,29350,29350,73600,73900,72750,65900,56800,73000,21150,15450,24150,22600,15200,15950,14550,13750,12100,11950,13400,13000,15350,14350,43500,43500,167250,174600,159850,31200,31200,76300,76300,38000,38000,102050,103800,104050,108650,97350,123250,25250,25650,25000,14350,14750,14000
8/1/2022,11800,10700,10450,11800,11600,13100,12700,35800,35800,134050,137650,128150,29350,29350,51650,51650,29300,29300,71300,71350,71000,64350,54950,71450,20900,15350,23900,22350,15200,15950,14550,13750,12100,11950,13400,13000,15350,14350,43500,43500,167250,174600,159850,31200,31200,76250,76250,38050,38050,101900,103400,104050,108650,97350,123200,25250,25650,25000,14350,14750,14000
8/2/2022,11800,10700,10450,11800,11600,13100,12700,35600,35600,134050,137700,128200,29350,29350,50650,50650,29300,29300,70750,70650,70700,63850,54650,70850,20800,15300,23800,22250,15200,15950,14550,13750,12100,11950,13400,13000,15350,14350,43500,43500,167250,174600,159850,31200,31200,76150,76150,38050,38050,101900,103450,104050,108550,97100,123300,25250,25650,25000,14350,14750,14000
8/3/2022,11800,10700,10450,11800,11600,13100,12700,35450,35450,134050,137700,128050,29350,29350,50050,50050,29350,29350,70200,69900,70300,63350,54200,70600,20750,15300,23750,22100,15200,15950,14550,13750,12100,11950,13350,12950,15250,14350,43550,43550,166100,171100,160650,31200,31200,73600,73600,38050,38050,100400,101600,102700,106150,94850,119650,24850,25300,24600,14350,14750,14000
8/4/2022,11800,10700,10450,11800,11600,13100,12700,35150,35150,134050,137700,128000,29300,29300,49150,49150,29350,29350,69550,69050,69850,63700,53950,71600,20750,15300,23700,22100,15200,15950,14550,13750,12100,11950,13350,12950,15250,14350,43550,43550,166300,171450,160700,31200,31200,73650,73650,38100,38100,100400,101550,102700,106150,94800,119800,24850,25300,24650,14350,14750,14000
8/5/2022,11800,10700,10450,11800,11600,13100,12700,35150,35150,134100,137750,128050,29300,29300,48550,48550,29250,29250,69200,68450,69550,63550,54000,71100,20700,15250,23700,22100,15200,16000,14550,13750,12100,11950,13350,12950,15250,14350,43550,43550,166300,171450,160700,31200,31200,73650,73650,38100,38100,100400,101550,102700,106150,94800,119800,24850,25300,24650,14350,14750,14000
8/8/2022,11800,10700,10450,11800,11600,13150,12700,34750,34750,134050,137700,128050,29050,29050,46900,46900,29250,29250,69050,68500,69200,64150,54100,71850,20550,15150,23500,21950,15200,15950,14550,13750,12100,11950,13350,12950,15250,14350,43550,43550,166300,171450,160700,31200,31200,73550,73550,38100,38100,100400,101550,102700,106200,94950,119800,24850,25300,24650,14350,14750,14000
8/9/2022,11800,10700,10450,11800,11550,13100,12700,34700,34700,134000,137600,128000,29000,29000,46300,46300,29200,29200,68750,68100,68650,64300,54400,71900,20500,15150,23500,21850,15250,15950,14650,13750,12100,11950,13350,12950,15250,14350,43500,43500,166300,171450,160700,31200,31200,73550,73550,38100,38100,100400,101550,102700,106200,94800,119800,24850,25300,24650,14350,14750,14000
8/10/2022,11800,10700,10450,11850,11600,13150,12700,34550,34550,134050,137650,128050,29050,29050,46000,46000,29300,29300,68150,67400,68150,63950,54350,71050,20500,15150,23450,21850,15200,15950,14550,13750,12050,12000,13350,12950,15250,14300,43500,43500,167400,172900,161850,31200,31200,70600,70600,37600,37600,99800,101850,101800,102000,91700,115800,24500,24950,24250,14350,14750,14000
8/11/2022,11800,10750,10450,11850,11600,13150,12750,34500,34500,134050,137600,128050,29150,29150,45500,45500,29250,29250,66900,66700,66900,63850,54150,70800,20450,15100,23400,21800,15200,15950,14550,13750,12050,12000,13350,12950,15250,14300,43500,43500,167550,173250,161850,31150,31150,70650,70650,37600,37600,99800,101850,101850,102000,91650,115950,24500,24950,24300,14350,14750,14000
8/12/2022,11850,10750,10450,11850,11650,13150,12750,34350,34350,134000,137600,128050,29450,29450,44600,44600,29300,29300,65700,65950,65600,63100,53900,69400,20450,15150,23400,21800,15200,15950,14550,13750,12050,12000,13400,12950,15200,14300,43500,43500,167600,173450,161800,31000,31000,70400,70400,37550,37550,99400,101000,101800,101850,91700,115450,24500,24950,24250,14350,14750,14000
8/15/2022,11850,10750,10500,11900,11650,13150,12750,34350,34350,134000,137600,128050,29950,29950,43150,43150,29200,29200,63700,64050,63650,61900,53300,67000,20350,15050,23300,21650,15150,15950,14500,13750,12050,12000,13400,12950,15200,14300,43500,43500,167500,173300,161650,31000,31000,70400,70400,37550,37550,99400,101000,101800,101850,91700,115450,24500,24950,24250,14350,14750,14000
8/16/2022,11850,10750,10500,11900,11650,13200,12750,34450,34450,133900,137500,127900,30100,30100,42550,42550,29100,29100,63200,63450,63200,61400,53000,66250,20350,15000,23250,21650,15150,15950,14500,13750,12050,12000,13400,12950,15250,14300,43450,43450,167550,173400,161750,31050,31050,70050,70050,37400,37400,99250,101250,101400,101100,91100,114550,24500,24950,24250,14350,14750,14000
8/18/2022,11850,10750,10500,11900,11650,13200,12750,34650,34650,133850,137450,127900,30350,30350,42100,42100,29000,29000,63250,63750,63200,61400,52750,66350,20300,15000,23250,21650,15150,15950,14500,13750,12100,12000,13400,12950,15250,14300,43300,43300,166450,172500,160200,31100,31100,66900,66900,37500,37500,98300,101450,99300,98500,87200,112500,24350,25000,23950,14400,14800,14000
8/19/2022,11850,10750,10500,11900,11650,13200,12750,34800,34800,133850,137500,127950,30450,30450,41900,41900,29000,29000,63000,62900,62850,61250,52600,66150,20300,14950,23250,21650,15150,15950,14500,13750,12100,12000,13400,12950,15250,14300,43250,43250,166350,172400,160100,31100,31100,66900,66900,37500,37500,98250,101450,99200,98450,87200,112400,24350,25000,23950,14400,14800,14000
8/22/2022,11850,10800,10500,11900,11650,13200,12800,35300,35300,133700,137500,127550,30700,30700,40200,40200,28750,28750,61850,61300,61900,59550,51450,64100,20300,15000,23250,21600,15150,15950,14500,13750,12100,12000,13400,12950,15250,14300,43250,43250,166350,172400,160100,31100,31100,66900,66900,37500,37500,98250,101450,99200,98450,87200,112400,24350,25000,23950,14400,14800,14000
8/23/2022,11900,10800,10550,11900,11700,13200,12750,35350,35350,133850,137300,128100,30850,30850,39900,39900,28650,28650,60900,60450,61000,58850,51600,63100,20250,15000,23200,21600,15150,15900,14500,13750,12100,12000,13400,12950,15250,14300,43250,43250,166350,172400,160200,31150,31150,66900,66900,37400,37400,98100,101400,98950,98350,87000,112400,24350,24950,23950,14400,14800,14000
8/24/2022,11900,10800,10550,11900,11650,13200,12800,35350,35350,133850,137350,128000,31000,31000,39500,39500,28700,28700,60450,59950,60400,58200,50950,62450,20200,14950,23200,21550,15150,15900,14500,13750,12100,12000,13400,12950,15250,14300,43100,43100,166750,172650,160700,31950,31950,64000,64000,36800,36800,98550,101800,98400,96350,86350,107800,24150,24800,23700,14400,14800,14000
8/25/2022,11900,10800,10550,11900,11700,13200,12800,35400,35400,133850,137400,128000,31300,31300,39200,39200,28650,28650,60350,59600,60300,57300,50450,61550,20200,14950,23150,21550,15150,15900,14500,13750,12100,12000,13400,12950,15250,14300,43100,43100,166850,172850,160700,31950,31950,64000,64000,36800,36800,98500,101700,98400,96350,86350,107750,24150,24800,23700,14400,14800,14000
8/26/2022,11900,10800,10550,11950,11700,13200,12800,35300,35300,133900,137400,128000,31350,31350,38650,38650,28450,28450,60250,59150,60200,56900,50050,60950,20200,14950,23150,21550,15150,15900,14500,13750,12100,12000,13400,12950,15250,14300,43100,43100,166850,172850,160700,31950,31950,64000,64000,36800,36800,98500,101700,98400,96300,86350,107600,24150,24800,23700,14400,14800,14000
8/29/2022,11900,10800,10500,11950,11750,13200,12800,35000,35000,133900,137400,128150,31500,31500,37700,37700,28800,28800,61150,59350,61500,55900,49700,60200,20150,14850,23100,21450,15150,15900,14500,13750,12100,12000,13400,12950,15250,14300,43100,43100,166850,172850,160700,31950,31950,64000,64000,36800,36800,98500,101650,98400,96300,86350,107650,24150,24800,23700,14400,14800,14000
8/30/2022,11900,10850,10550,11950,11750,13200,12850,34950,34950,133900,137450,128100,31550,31550,37300,37300,28750,28750,61650,59700,62100,55900,49500,60150,20050,14800,23000,21350,15100,15850,14500,13750,12100,12000,13400,12950,15250,14300,43100,43100,166850,172850,160700,31950,31950,64000,64000,36800,36800,98500,101650,98400,96250,86250,107600,24150,24800,23700,14400,14800,14000
8/31/2022,11950,10850,10550,11950,11750,13200,12850,34850,34850,133900,137400,128100,31500,31500,36900,36900,28750,28750,62100,60100,62500,56350,50050,60750,20000,14800,23000,21200,15150,15900,14500,13750,12100,12000,13400,12950,15300,14300,43100,43100,166950,172850,160700,32350,32350,63000,63000,36850,36850,98050,101550,98050,95600,86200,106600,24100,24750,23600,14400,14800,14000
9/1/2022,11950,10850,10550,11950,11750,13200,12850,34700,34700,133900,137400,128100,31350,31350,36500,36500,28700,28700,62400,60500,62950,57200,50400,62300,20000,14800,22950,21200,15150,15850,14500,13750,12100,12000,13400,12950,15300,14300,43100,43100,167000,173000,160700,32350,32350,62850,62850,36900,36900,97900,101350,97900,95350,86000,106250,24100,24750,23600,14400,14800,14000
9/2/2022,11950,10850,10600,11950,11800,13250,12850,34500,34500,133800,137300,128100,31300,31300,36300,36300,28600,28600,62900,60750,63550,57250,50350,62500,19950,14800,22950,21150,15100,15850,14500,13750,12100,12000,13400,12950,15300,14300,43100,43100,167000,173000,160700,32350,32350,62850,62850,36850,36850,97900,101350,97900,95350,86000,106250,24100,24750,23600,14400,14800,14000
9/5/2022,11950,10850,10600,11950,11800,13250,12850,34450,34450,133900,137450,128100,31050,31050,36700,36700,28600,28600,69000,64650,70700,58750,51800,63550,19900,14750,22850,21150,15100,15850,14500,13750,12100,12000,13400,12950,15300,14300,43050,43050,167150,173300,160700,32350,32350,62850,62850,36900,36900,97600,101350,97250,95350,85900,106300,24100,24750,23600,14400,14800,14000
9/6/2022,11950,10850,10550,11900,11750,13250,12850,34550,34550,133850,137350,128100,30950,30950,36600,36600,28600,28600,70150,65600,71850,59650,52100,64850,19900,14700,22850,21050,15100,15850,14450,13750,12100,12000,13400,12950,15300,14300,43050,43050,167700,173300,161950,32350,32350,62850,62850,36900,36900,97650,101350,97300,95200,85650,106350,24100,24750,23600,14400,14800,14000
9/7/2022,11950,10900,10650,11950,11800,13250,12850,34550,34550,133850,137400,128050,30800,30800,36550,36550,28650,28650,71200,66200,73400,59500,52500,64650,19900,14700,22850,21100,15100,15850,14500,13750,12150,12000,13400,13000,15300,14300,42950,42950,166350,171950,161200,32800,32800,59600,59600,36850,36850,96700,99700,96550,93300,84700,103650,23900,24650,23350,14350,14750,13950
9/8/2022,11950,10900,10600,12000,11800,13250,12900,34650,34650,133950,137550,128150,30750,30750,36400,36400,28800,28800,70750,66100,73150,59550,52550,64800,19850,14700,22800,21050,15100,15850,14500,13750,12150,12000,13400,13000,15300,14300,42950,42950,166750,172250,161850,32750,32750,59550,59550,36850,36850,96700,99700,96500,93300,84550,103750,23900,24650,23350,14350,14750,13950
9/9/2022,12000,10900,10600,12000,11800,13250,12900,34600,34600,133900,137450,128050,30750,30750,36450,36450,28850,28850,70050,65950,72350,60050,52750,65200,19850,14700,22800,21050,15100,15850,14500,13750,12150,12000,13400,13000,15300,14300,42950,42950,166750,172250,161850,32750,32750,59550,59550,36850,36850,96400,99700,95900,93300,84550,103750,23900,24650,23350,14350,14750,13950
9/12/2022,12000,10900,10650,12000,11800,13300,12900,34750,34750,133950,137550,128150,30600,30600,36750,36750,28900,28900,66200,64450,68000,60400,52750,65600,19850,14600,22800,21050,15100,15850,14500,13750,12150,12000,13400,13000,15300,14300,42950,42950,166750,172250,161850,32750,32750,59550,59550,36850,36850,96450,99800,95900,93250,84600,103650,23900,24650,23350,14350,14750,13950
9/13/2022,12000,10900,10650,12000,11800,13300,12900,34850,34850,133900,137450,128100,30500,30500,36850,36850,28900,28900,65500,64100,67250,60400,52450,66100,19750,14550,22700,21000,15200,15850,14650,13750,12150,12000,13400,13000,15300,14300,42950,42950,166700,172100,161850,32900,32900,59550,59550,36850,36850,96700,100050,96250,93150,84700,103250,23900,24650,23350,14350,14750,13950
9/14/2022,12050,10950,10700,12050,11900,13300,13000,35000,35000,133950,137550,128100,30450,30450,36550,36550,28850,28850,63850,62550,65600,60300,52300,65850,19750,14550,22750,20950,15100,15850,14500,13800,12150,12050,13400,13000,15300,14300,42700,42700,166700,172350,161500,32800,32800,57400,57400,36600,36600,97400,98900,98350,91850,83250,103300,23700,24450,23150,14350,14750,13950
9/15/2022,12050,10950,10700,12050,11900,13300,12950,35050,35050,133950,137500,128100,30400,30400,36450,36450,28750,28750,63400,61850,65200,59650,52250,65100,19750,14550,22650,20950,15100,15850,14500,13800,12150,12050,13400,13000,15300,14300,42700,42700,166850,172700,161500,32850,32850,57400,57400,36600,36600,97250,98900,98100,91900,83250,103450,23700,24500,23150,14350,14750,13950
9/16/2022,12050,10950,10700,12050,11900,13350,13000,35050,35050,134000,137600,128200,30300,30300,36450,36450,28750,28750,62550,60600,64700,60100,52100,65850,19700,14500,22650,20900,15100,15850,14500,13800,12150,12050,13400,13000,15300,14300,42700,42700,166850,172700,161500,32850,32850,57400,57400,36600,36600,97250,98900,98100,91900,83250,103450,23700,24500,23150,14350,14750,13950
9/19/2022,12050,10950,10700,12050,11900,13350,13000,34950,34950,133950,137550,128100,30050,30050,36050,36050,28800,28800,61200,59050,63550,61050,51500,69050,19600,14500,22500,20850,15100,15850,14450,13800,12150,12050,13400,13000,15300,14300,42700,42700,166850,172700,161500,32850,32850,57400,57400,36600,36600,97250,98900,98150,91900,83250,103450,23700,24500,23150,14350,14750,13950
9/20/2022,12050,10950,10650,12050,11850,13350,13000,34900,34900,133850,137450,128000,31050,31050,35900,35900,28750,28750,60750,58950,62900,60550,51000,68500,19600,14450,22450,20850,15100,15800,14450,13800,12150,12050,13400,13000,15300,14300,42700,42700,166850,172700,161500,32800,32800,57300,57300,36700,36700,97100,98450,98150,92100,83400,103750,23700,24500,23150,14350,14750,13950
9/21/2022,12050,11000,10700,12100,11900,13350,13000,34700,34700,133900,137550,128000,29850,29850,35800,35800,28700,28700,59900,58050,62050,60000,50650,67850,19600,14450,22400,20800,15100,15850,14450,13800,12100,12050,13400,13000,15300,14350,43050,43050,166050,171800,160700,32550,32550,56650,56650,36900,36900,96100,97900,97350,90800,82200,102950,23500,24250,22900,14300,14750,13950
9/22/2022,12100,11000,10700,12100,11950,13350,13000,34650,34650,133950,137550,128000,29700,29700,35650,35650,28750,28750,58600,56900,60650,59600,50050,67300,19550,14450,22350,20800,15100,15850,14450,13800,12100,12050,13400,13000,15300,14350,43000,43000,166250,172200,160700,32550,32550,56650,56650,36900,36900,96100,97900,97350,90900,82300,103050,23500,24250,22900,14300,14750,13950
